"johnson.dylan100","This game is great. I have played it for a few years now  and I’m surprised that I am just now writing a review. I do like the home village. The builder hall is not my favorite  but you can ignore it and have the same quality gameplay. I wish there were a few cost-tweaks that they make to the game  but overall  I love it.","+","4","Worth Playing",3515768545,"https://itunes.apple.com/us/reviews/id942936909",11.185.4,0
"Matrim Cauthon L&K","Why does it not go to connection as the first screen under setup? This makes it one more click to switch accounts.   Why do I have to accept the rules to go to my own clans chat?  That is just stupid.","+","5","Great but terrible new features",3515766772,"https://itunes.apple.com/us/reviews/id32316064",11.185.4,0
"NINJA BARRETT","It’s a really good game and you should get it there are some small glitches you can fix but although is a really fun game and enjoy","+","5","It’s a great game",3515758012,"https://itunes.apple.com/us/reviews/id856158173",11.185.4,0
"ZinOoMaung","My Fav Game as well as my best partner since 2012","+","5","Best Game Ever",3515726826,"https://itunes.apple.com/us/reviews/id871611623",11.185.4,0
"J. Eller","I've played the game for over 5 yrs. On the surface  Clash of Clans in an excellent mobile game that I would recommend to any casual gamer who is excited to drop their first wizard tower  hero  and/or inferno tower on the map! Where this game falls grossly short is in its customer service and pay-to-win/progress development cycle for the experienced player base. There is a rich history of dishonest press releases and customer support emails filled with friendly language offering no help to the customer (unless that customer is having trouble spending their money on Clash of Clans content). These issues easily reduce what would be a 5-star game to the 3-star rating provided. If you are competetive or a completionist  avoid this game as it is designed to extract large amounts of money from these players and the return on investment is not even close to what other titles offer for your time and finicial investment.","-","3","Solid game  poor customer support  dishonest developer",3515720887,"https://itunes.apple.com/us/reviews/id116107302",11.185.4,0
"26897439755","These game developers clearly devoted time to this game! Creative  fun  awesome","+","5","creative game-5 stars no question",3515720806,"https://itunes.apple.com/us/reviews/id681774780",11.185.4,0
"Gratus1","It is fun to play but the upgrades need to be shorter to make this game really good  it takes 10+ days waiting for a building to be upgraded is way too long.","-","3","Good game",3515711781,"https://itunes.apple.com/us/reviews/id264644700",11.185.4,0
"crazy_baby10","So fun","+","5","So fun",3515695518,"https://itunes.apple.com/us/reviews/id540216538",11.185.4,0
"fliskmcree","You know when you about to destroy that last building for the 3 star and then your timer run out... 😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤","+","5","I’m sad",3515681742,"https://itunes.apple.com/us/reviews/id579446041",11.185.4,0
"SolitaireK!ngdom","Really like this new ice golem. Getting three stars as we speak.","+","5","Love all updates",3515680563,"https://itunes.apple.com/us/reviews/id507932145",11.185.4,0
"nickname 10000000000000000","Good game they just shouldn’t ban for bad language","+","4","Banning",3515680204,"https://itunes.apple.com/us/reviews/id701124129",11.185.4,0
"Alycewilliams","So they make it to where things are extremely expensive to update   pretty much setting you up to buy gems... which I don’t do I rarely update . And the worse part is the Gabe itself steals loot from you . I pay attention To how much loot I have and when I get raided  there is MUCH more gone than what the enemy took. So the creators set it up to rip you off that way as well. Play another game....","-","1","Rip off",3515679768,"https://itunes.apple.com/us/reviews/id188892761",11.185.4,0
"johntron the flexining","8/8 dad let me play after I begged him do not regret","+","5","I begged",3515656078,"https://itunes.apple.com/us/reviews/id744905163",11.185.4,0
"shkokota","This Game is awesome and the best part about it is you to do whatever you want you can do whatever color they see what you come farm or you can build trophies you could become clans and have fun and you can do and you can go to war and fight and it’s very very hard but it’s worth it to play and to become good because I have to become good you you get to be the best and are just a big achievement to do trophies ordered farm","+","5","It is a good game",3515636515,"https://itunes.apple.com/us/reviews/id364841415",11.185.4,0
"123456780188283837282","I really like the game. Probably my favorite of all time bc of how long I’ve played it but  I changed my name when I was younger and it really annoys me how I can’t change it  it has the word swag in it","+","5","Rating",3515629022,"https://itunes.apple.com/us/reviews/id947511487",11.185.4,0
"CHANDOG9","I’ve been playing this game for years and have loved it ever since my cousin showed it to me.","+","5","Main Village",3515621150,"https://itunes.apple.com/us/reviews/id906910732",11.185.4,0
"Boomsauceajshdjskns","Love It","+","5","Love It",3515604269,"https://itunes.apple.com/us/reviews/id509418469",11.185.4,0
"Hearts-52","Don’t put more characters just give the old ones stronger powers. Why don’t you have the walls taller. You know  like put walls on top of each other. Maybe double high. Very fun game.                                                  Good game","+","4","Don’t change",3515598792,"https://itunes.apple.com/us/reviews/id524941934",11.185.4,0
"Peacehunterman20","That I have ever played","+","5","Best game ever",3515595387,"https://itunes.apple.com/us/reviews/id132670752",11.185.4,0
"stanggt1996","I love the game but it tells me to update then says it’s done but won’t open the game and tells me to update again","+","5","Update problem",3515594040,"https://itunes.apple.com/us/reviews/id947506488",11.185.4,0
"Annmar1eWalton","I’ve Been playing this game for a long time so far it’s been a really good game town hall 8 olmost max and bilber hall 6 I’m in the clan sole clan thay help me push forward I will say I do have a pretty good attacking strat but check me out. Name Wyatt clan sole clan!","+","5","Neat",3515589777,"https://itunes.apple.com/us/reviews/id225113345",11.185.4,0
"Greggles P","Can we get some defense or troop statistics to help us learn which defenses work best or which offensive strategies have historically been most successful?  How about telling the user which side they are attacked from most?  Or maybe which defensive unit has killed the most Opponent troops.  Or which trap has worked the best?  I think that could really add a pretty neat wrinkle or complexity to the game for the user.","+","4","Would love to see statistics!",3515587902,"https://itunes.apple.com/us/reviews/id186010844",11.185.4,0
"rickybo510","I’ve played clash of clans for 6 years now  whenever I don’t have nothing to do and I’m bored I hop on clash of clans and I just don’t get bored of it because of the new town halls coming and new troops","+","5","Great Developers",3515586472,"https://itunes.apple.com/us/reviews/id933820000",11.185.4,0
"PeWdS👌🏻","👌🏻","+","5","Very nice",3515582483,"https://itunes.apple.com/us/reviews/id797091137",11.185.4,0
"GAMERNICK21","This is the best game I ever played and really cool and new things always happen what just makes the game better","+","5","The best game",3515575424,"https://itunes.apple.com/us/reviews/id454246937",11.185.4,0
"AreallyconcernedGamer","Although it isn’t for everyone. Most people don’t like to play games for very long. But for the gamers out there clash of clans is fun and easy to play! The play style is relaxing and an easy way to kill time!","+","5","Best long term game thus far.",3515571542,"https://itunes.apple.com/us/reviews/id821258784",11.185.4,0
"hamiejbshz","You should mKe something to make upgrades in lavatory cheaper but temporary","+","4","Cheaper",3515564508,"https://itunes.apple.com/us/reviews/id850201218",11.185.4,0
"Gsrikzarikczgol","I have been playing this Amazing game for six years i remember how it was and i can say that the effort supercell puts in updating this game is mind blowing  i have 12 accounts and i can’t get enough of it. Clash on fellow chieftains!","+","5","Clash on!!",3515564304,"https://itunes.apple.com/us/reviews/id349040413",11.185.4,0
"Tapabrew","I have been playing for over a year now and love the concept of the game and at times can’t stay off of it  though I feel as though the builder base is good for clan games. It takes entirely to much time to make the cash or elixir to upgrade troops or buildings. I would also like to add that the battle machine is supposed to be a hero but at level 25 he more a zero. He is free to use and I use him but I find myself not caring that f he goes into battle when I am doing clan games and not on the clock. The home base takes forever to upgrade anything in the higher levels. It can be 5 to 10 days with all builders busy and no reason to play","+","4","Builder base hero is a zero",3515544401,"https://itunes.apple.com/us/reviews/id253298296",11.185.4,0
"BoogieWoogie334","How is it that you have a Ice Golem event that ends in 5 days  but requires a new Dark Barrack upgrade that takes 14 days... might want to rethink that last update of the year!?!?!","+","5","Last Update of the year?!?!?",3515542184,"https://itunes.apple.com/us/reviews/id677866125",11.185.4,0
"OneWinner22","I'm playing it since the last few months and l'm already th7. It's really fun but as you get to higher town hall levels  things do get expensive and you have to do a LOT of farming. But there are tricks for that reason like  using just goblins for your army etc. I recommend whoever's reading this message to play this game.","+","5","It's nice",3515533034,"https://itunes.apple.com/us/reviews/id265249204",11.49.11,0
"jeididiididjchfhh","It is so hard it takes a year to make the builder hall level 5","+","5","Night village is not fun",3515527800,"https://itunes.apple.com/us/reviews/id112097877",11.185.4,0
"Nimeideguandan","It says there is an update but AppStore does not have update button","+","5","Why can’t I update?",3515515770,"https://itunes.apple.com/us/reviews/id232093533",11.49.11,0
"Jett Griffin","Really fun game but u guys should make the dragon have better graphics.","+","5","Fun game",3515505646,"https://itunes.apple.com/us/reviews/id708465524",11.185.4,0
"neverbackdowndude","It’s a fun game. But it’s all about spending money. You’ll never be on top unless u spend money. Been playing for 4 yrs. and only spent 80$. And I’m only a max town hall 10. Which is pretty good but not the highest level. And I play almost everyday","+","5","It’s all about money",3515504268,"https://itunes.apple.com/us/reviews/id482979214",11.185.4,0
"Shawn9989","Will always be a Clash of Clans fan.","+","5","Big Fan",3515497436,"https://itunes.apple.com/us/reviews/id477040379",11.185.4,0
"Dyl_M","Building time shouldn’t take so long","+","4","Building time shouldn’t take so long",3515496613,"https://itunes.apple.com/us/reviews/id233529284",11.185.4,0
"skfXYZ","With this game I can comfortably play a fun  challenging game with my friends and also give it to kids age 5+ and they can have fun too! With the younger ones it is more for seeing the funny troops and rearranging their ‘city’ (which works just fine if you get them a few buildings and a army camp full of troops) and the older kids can play this instead of dumb shooting games.","+","5","Great! Great for all ages!",3515496307,"https://itunes.apple.com/us/reviews/id24492069",11.185.4,0
"Nico Grusalli","It be good game  me like lots. It be great to pay with gorlfriend me no have gorlfriend but it be great to play with herME LIKE LOT OF CLASH","+","5","CLASH By Levi Humphrey",3515466093,"https://itunes.apple.com/us/reviews/id703110836",11.185.4,0
"bbccjjf","I love this game it’s the best thing ever 👍👍👍👍👍","+","5","So good",3515465483,"https://itunes.apple.com/us/reviews/id947487162",11.185.4,0
"beastmode2929","Its great","+","5","Clash of clans",3515463180,"https://itunes.apple.com/us/reviews/id888400761",11.185.4,0
"mëgå mãń","Been playing this game ever since Town Hall 10 was the max  across different devices. I love this game a lot  when I ever have a problem or don’t like a factor of the game Supercell seems to magically fix it. Plus  new content is added all the time. Five stars","+","5","Best Game",3515458087,"https://itunes.apple.com/us/reviews/id365134630",11.185.4,0
"Lexieeedeeeee","I flipping love this game. Lol period. Idk how to explain it. I been playing for like 5+ years. You just got to play it to know. (Give it some time if you don’t get addicted immediately) lol. It’s a great game. Keeps me playing.- Yours truly  a 24yr old mom. Lol","+","5","Download it",3515458039,"https://itunes.apple.com/us/reviews/id401835449",11.185.4,0
"Extra Most Bestest","You get to build a clan and fight with them","+","5","Hi",3515449104,"https://itunes.apple.com/us/reviews/id235585582",11.185.4,0
"BANSHEEWILSON","I love the game been playing for four years I wish Troop training was faster other then that I love the game","+","5","Clash of clans",3515443937,"https://itunes.apple.com/us/reviews/id927227421",11.185.4,0
"Fun1234567890987654231","The game is awesome and is so fun but I have one problem and that is that everything takes so long to upgrade or build.","+","5","Awesome game",3515442485,"https://itunes.apple.com/us/reviews/id423004177",11.185.4,0
"James th0mas","I think if you remove the cool down time of playing the builder village 1 vs 1 battle  you’d get more playing time from users. But that’s just me 😬","+","5","Genius",3515437217,"https://itunes.apple.com/us/reviews/id306330972",11.185.4,0
"54728292745","THIS GAME IS BECOMING AMAZING  there is a new town hall 12 and keeping up the Christmas updates sweet!","+","5","Read",3515436871,"https://itunes.apple.com/us/reviews/id514414318",11.49.11,0
"pounkaz","Buttcheek on a stick Eyaheya","-","1","Buttcheek on a stick",3515432795,"https://itunes.apple.com/us/reviews/id104571579",11.185.4,0
"Dizzybro87","Too many maintenance updates other than that pretty good","+","5","Clash of Clans",3515400932,"https://itunes.apple.com/us/reviews/id923943020",11.185.4,0
"LoNe_DrAgOn","I use to play as a little kid and now I started playing again and I’m hooked great game supercell!","+","5","Great game",3515371226,"https://itunes.apple.com/us/reviews/id602714660",11.185.4,0
"Denton88","Over six years and counting 💪🏼💪🏼💪🏼💪🏼","+","5","Best.game.ever!",3515266335,"https://itunes.apple.com/us/reviews/id315485738",11.185.4,0
"tagarum the awesome","Enjoyed playing for years.  Good competition.  Recommend strongly.  Excellent programming by authors  always new additions to game play. Thanks!!","+","5","Great Game",3514072763,"https://itunes.apple.com/us/reviews/id3562534",11.49.11,0
"Cool Ty dude 300","I really like this game but I got on it and it made me restart and I didn't even delete the game or anything and I was just on it 30 minuets before and it was perfectly fine now its on the map when you download it .so can you please help me get my original map back please and thanks.","+","5","Good game...BUT",3513957381,"https://itunes.apple.com/us/reviews/id947286002",11.49.11,0
"Ttv_Electro","This is a great game that I have been playing for years the workers are very nice and help you out. I suggest giving this game a shot","+","5","Clash of Clans",3513954846,"https://itunes.apple.com/us/reviews/id777256059",11.49.11,0
"bronkii","El juego es increíble lo aconsejo 100% no tiene errores y no me sacan del juego y los gráficos increíbles. Vamos que el juego ni se para increíble.","+","5","INCREÍBLE",3513935476,"https://itunes.apple.com/us/reviews/id752236014",11.49.11,0
"TTV HED Ahh","It’s a very addictive game","+","5","By",3513881897,"https://itunes.apple.com/us/reviews/id947277621",11.49.11,0
"Cgodd10","I really like this game. And being a town hall 11 the game had started to move slower and slower with some upgrades taking 8 to 14 days to finish and costing a lot of gold and elixer. The builder base is a little better but still takes awhile to upgrade. This is why I think there should be another base. Mabye the troops find a flying machine like they found the boat. After building the flying machine a troop is sent out to search foe something new. He ends up coming across another island and another troop from a friends village and they start a whole new base there. So you and friend can both bring resourses to the base and help build it. This would help keep the game a little more active and fun.","+","5","Like the game but have a improvement",3513812592,"https://itunes.apple.com/us/reviews/id288606560",11.49.11,0
"Dawsonym","I had been playing for years when all of a sudden the game just restarts and makes me start all over. Before time I could not transfer my account to other devices.","-","2","Clash of Clans",3513664412,"https://itunes.apple.com/us/reviews/id546392310",11.49.11,0
"KyloPhasma","I really love this game. I used to play it and stopped but  when I didn’t know what games to play I came back and it got addicting again. Thing is  if it were me as a developer  I would change some things.  I highly doubt the developers would listen to this but  here are some things that I would like to be added/changed.  - Skelton (suicide) bomber drops bomb when killed instead of bomb disappearing when lit - When hit by a Tesla shock you get slower until it stops targeting you - A bomb in where it poisons the targets for a certain amount of time by releasing the poison (or in the air  a ballon rises up and attacks target) in a certain radius  (Air or Ground)  Other than that  keep making this game the best you can! :)","+","5","Awesome game  very addicting  few things to change",3513624059,"https://itunes.apple.com/us/reviews/id526584881",11.49.11,0
"agar.io???","I really like clash of clans butt  I got an iPhone and I want to transfer my account from android to iOS. How do I do that?","-","3","Transfer account",3513532332,"https://itunes.apple.com/us/reviews/id605503691",11.49.11,0
"sourmeatball","You should make it so we can attack our own base to test it out. Also you should let us see when our clan mates were last online","+","5","Upgrades",3513163635,"https://itunes.apple.com/us/reviews/id421307106",11.49.11,0
"jl3beastmofe54","So it’s been a few years since I played and while I tried to regain my account so I wouldn’t have to start all over I been banned for asking to regain my account back  I have all the information there for y’all to see it is mine and when I request for help y’all don’t respond till hours later or give me help when it’s 1 in the morning. I would like help to get may account back so I can enjoy my favorite game once again  can I get help ???","-","2","Being banned for trying to get my account back",3513084503,"https://itunes.apple.com/us/reviews/id634799072",11.49.11,0
"😂 whahahahaha","I was trying to remember my old account and got banned Permanently for some reason. Now I can’t even try my Game Center so what’s the deal with that? I was supposed remember all of that? It’s too much and so long. Please Unban me so I can check my Game Center please. Thank you.","-","1","Banned for Life?",3512971931,"https://itunes.apple.com/us/reviews/id499202044",11.49.11,0
"King_Slayer2003","MY ACCOUNT GOT BANNED. I was legit trying to get my lost village which was ACTUALLY MINE and i contacted supercell and it all went good until they BANNED MY ACCOUNT BECAUSE THEY THOUGHT I WAS LYING. I am no longer associating with their games because of the unfairness that has been brought.","-","1","It was good until...",3512758382,"https://itunes.apple.com/us/reviews/id947150253",11.49.11,0
"MaddoxBen","I hate this game","+","5","They paid me to make this review",3512477152,"https://itunes.apple.com/us/reviews/id548484904",11.49.11,0
"fredggt","It’s ok but I want to reset my account if I do I give a 5 star","-","2","I want and need to reset my account",3512464930,"https://itunes.apple.com/us/reviews/id114107564",11.49.11,0
"AFORTNITEGOd","I love clash I’ve been playing for years and years but with the addition of the builder hall the game has been pissing me off I’m a max bh4 and you always match me with bh5 witch I can’t even compete with using my barb rush strat I think you should only get matched with you own builder hall to make the playing ground fair.","+","4","Matchmaking is broken in builder hall",3512387605,"https://itunes.apple.com/us/reviews/id757045938",11.49.11,0
"vinf74","When I got this game  it send me in another account. Why though?","-","1","Bugs",3512247420,"https://itunes.apple.com/us/reviews/id312521949",11.49.11,0
"supercell#1 Fan","Hate the customer service. They seriously never resolve any issues! It seems sometimes you never get a straight forward answer when having issues. They are great in responding back but the answers sometimes leave me shaking my head and questioning how they make so much money but yet have such terrible customer service. For a multi million dollar game they should have a customer service call in line! Thanks super cell for being there for my money","-","3","Love the game",3512194794,"https://itunes.apple.com/us/reviews/id788994726",11.49.11,0
"sentient bannanana","Yeah it’s cool but I want to see monkeys. As a sentient banana  I love monkeys and would love to see them in the game. This would be very very cool. Thanks","+","5","Cool",3512160290,"https://itunes.apple.com/us/reviews/id668033243",11.49.11,0
"Ghkvshjcdunn","The game is great I’ve played it for a while. But recently it got boring with my rushed village so I restarted my account by resetting my phone to factory and I got the game back and what happens every time I launch it is it always pops up with do you want to loud your old village. Plz fix","+","4","One problem",3512111930,"https://itunes.apple.com/us/reviews/id508553151",11.49.11,0
"Cpas12356","Can’t start new base🍦","-","1","Trash",3510795836,"https://itunes.apple.com/us/reviews/id6878269",11.49.11,0
"N0O0O()","What genius thought of having to spell factories but I can’t make dark spells and regular spells at the same time. Why did you guys think this was even a good idea?","-","2","Why",3510677260,"https://itunes.apple.com/us/reviews/id760101570",11.49.11,0
"clashcritic","I’ve been playing this game for several years and I like it for the most part but there’s this glitch where someone donates troops to you and you won’t receive them at all or you will receive them a few hours later. Also it takes way to long when searching for opponents to attack in higher leagues. This is very annoying and has been going on for awhile it happens every once in awhile but other than that it’s a good game. I will update my review once these issues are fixed.","-","1","Glitch with donations",3510585877,"https://itunes.apple.com/us/reviews/id812013717",11.49.11,0
"SwedishPlumber","I’ve been playing this game for about 5 years  majority of the time I’ve been in the same clan which was like a family. Our co has been inactive for quite some time and more than half of our clan is full of inactive co because some guy joined and got co somehow and invited/promoted anyone and everyone. Long story short everyone who was once a family and left and gone there separate ways because super cell REFUSES to give someone else leader ship due to the fact that there are still co leaders in the clan who lime I said before are inactive. Even if we were a full clan we would only be able to do 15-15 wars due to the fact of inactivity. I have tried to message supercell a few times about this because I am the oldest member of the clan and would like all of our hard work to be for not. They will not help and I have had a few of the customer service representatives close the conversation before I even have a chance to talk to them about concerns and needs. All in all this isn't a bad game but you can tell the people who run it only care about you spending money on their game. You would be better off investing your time on literally any other game because in the end  whatever you’ve put into it  SuperCell doesn’t care.","-","1","Longevity means nothing to supercell",3510474380,"https://itunes.apple.com/us/reviews/id934577870",11.49.11,0
"Shamoiy","This game makes me hard.","+","5","Amazing",3510421784,"https://itunes.apple.com/us/reviews/id650009664",11.49.11,0
"55momk","Great game pretty lit","+","5","Mc hammer",3510409164,"https://itunes.apple.com/us/reviews/id226191341",11.49.11,0
"whaT Is ThIS⁉️❌","This game is awesome 👏 I recommend it to anybody who loves war and other stuff.👌👌👌👌👌👍","+","5","BEST GAME EVER",3510332320,"https://itunes.apple.com/us/reviews/id892870754",11.49.11,0
"Mr. Norris  Jr.","I’ve spent years on the game and an outrageous amount of money for gems; to lose it all after my iphone7plus was hacked. Facebook hacked; messenger hacked; email hacked! And support dorks send me a link to talk to someone else about getting my account back. Because they have helped me retrieve my account more than once in the past. So here I am new phone  new email  new number; and no way to get my account back!","-","1","Customer service is a joke",3509977589,"https://itunes.apple.com/us/reviews/id935704570",11.49.11,0
"Sp0T1fy","..","+","5","It’s good",3509527676,"https://itunes.apple.com/us/reviews/id675486978",11.49.11,0
"Jimmymc05","Love the game  but when I try to update  it fails to install  could somebody tell me what’s happening","+","5","What is happening?",3509514762,"https://itunes.apple.com/us/reviews/id39605471",11.49.11,0
"swiggieclash","I don’t have the Christmas update  when am I supposed to get it??","+","4","Update",3509499564,"https://itunes.apple.com/us/reviews/id879956673",11.49.11,0
"Whoseudaddy","Up until the Dec 2018 update this was a decent game even though there were regular connection issues.  Since the update  I haven't been able to get through a single battle without a loosing my connection to the server. I play other Supercell games with no issues and my PS4 runs fine on my internet service so I'm sure the issue with Clash Royale is on the server side.","-","1","Major Connection Issues",3509405915,"https://itunes.apple.com/us/reviews/id3162656",11.49.11,0
"beast1730","This is one of the best games I’ve played it’s so fun seeing your base grow from the ground up and be able to take on those higher lvls that you looked up to but then super cell came out with the night village it was fun at first but then you slowly start to realize that it is an exact replica of what you’ve been doing for the past 1-5 years","+","4","Love it but...",3509158400,"https://itunes.apple.com/us/reviews/id578221028",11.49.11,0
"#this app is awesome","I got a new phone and It wouldn't let me get my good account to my iPhone from my iPad so I contacted them and they are helping me now.","+","5","Great customer support",3509082318,"https://itunes.apple.com/us/reviews/id422178297",11.49.11,0
"GooberDahTurtle","I love this game to the end of my heart  is what I would of said along time ago. Now everyone is not active and more bots are coming and just arghhh  but you guys persist on  keep up the good work!  Ideas:These are my ideas  you can put a filter and make the word say “www.” And get muted until a elder or leader/co says it’s okay  of course the clan leader/etc can change that. Try to make an anti-bot thing which you are possibly working on. That’s all for now and thank you for reading this peace!","+","5","Keep it up  but. . .",3509026081,"https://itunes.apple.com/us/reviews/id416367785",11.49.11,0
"Mahalo1337","Had an older account that I don’t have access to  cause it was on a different Apple account. but I linked it to Facebook  why can’t it be linked and connected with Facebook so I can have that account back. Would’ve been so nice to get back those years of progress me and my buddy put in that account. Restarting from scratch is just s chore and makes this game boring when it’s real fun.hopefully something comes out for that at some point hopefully?","-","3","Love it and hate it",3508995968,"https://itunes.apple.com/us/reviews/id459152082",11.49.11,0
"The Russian spy28","Amazing game best game ever I have played on my phone","+","5","Amazing game",3508723569,"https://itunes.apple.com/us/reviews/id669582125",11.49.11,0
"Michael hinc","You guys have all year to prepare for the winter update and when you guys gunna release the Christmas update the day before Christmas like pretty much last year ?","-","3","Christmas update releases on Christmas?",3508510407,"https://itunes.apple.com/us/reviews/id161877237",11.49.11,0
"¡Cam","Best game recommended","+","5","Awesome",3508447024,"https://itunes.apple.com/us/reviews/id946634242",11.49.11,0
"Sushe266","The troops in this game are so stupid and the AI is just completely terrible. It’s like the developers drank a stupid potion when they made this. Developers should just hire infants to make the game if it’s going to be this dumb. Come on! Are you guys really that stupid over there? And completey clueless???? MORONS","-","1","Everyone who made this game must be mentally challenged",3508411903,"https://itunes.apple.com/us/reviews/id276951502",11.49.11,0
"Mtkathadin","With just a little patience anyone can enjoy this game!","+","5","Good Game",3508409591,"https://itunes.apple.com/us/reviews/id521924339",11.49.11,0
"Gman5831","I have been playing COC for at least four years. I spend very little money on this free game. I wait it out. I kill 30 minutes of my day. Gives you a sense of accomplishment building your villages.  Peace and love.","+","5","4 Years In",3508390606,"https://itunes.apple.com/us/reviews/id21246147",11.49.11,0
"beafy joe","It’s fun","+","4","Review",3508338659,"https://itunes.apple.com/us/reviews/id927539388",11.49.11,0
"Bigplayer156","Over all this game is amazing and the quality is great. I know I’m just one person who may have not been as playing as long as others but I have only found 1 problem. That problem being; upgrades  these upgrades take way too long. The max time on the upgrades should be 1 day that is it. The length of these upgrades slows the game and the process of your base way down.","-","3","Review of Clash of Clans",3508331097,"https://itunes.apple.com/us/reviews/id946617078",11.49.11,0
"vic.jr.","The accounts are hard to recover  but everything else is excelente!","+","4","The accounts",3508217651,"https://itunes.apple.com/us/reviews/id590483855",11.49.11,0
"Tu picador55","Muy bueno","+","5","Clan",3508140184,"https://itunes.apple.com/us/reviews/id198572312",11.49.11,0
"Ford28082","I would give it a five star at the start but how they banned me for  “account phishing” make me give it 3 stars  (btw I do it because all I want to do is get my old acc)","-","3","Bad moderation system",3507878004,"https://itunes.apple.com/us/reviews/id820357064",11.49.11,0
"Ottawa Manitowabi","Greatest game","+","5","Clash",3506077227,"https://itunes.apple.com/us/reviews/id917874684",11.49.11,0
"eyesword","Great game. I love it so much. Supercell if you read this you should add donation of resources to clan mates. That would be an excellent addition to an already great game","+","5","Strider",3506024026,"https://itunes.apple.com/us/reviews/id914290623",11.49.11,0
"Hero Steve C","Hi this game is and if you BH and go to first place you will see it’s normal right it’s not go to his TH and go to his clan castle i don’t no if all hack go and scroll down","+","5","Good day band them",3505964998,"https://itunes.apple.com/us/reviews/id946324162",11.49.11,0
"llick llama goog hame","Very fun game I love it","+","5","Good game",3505921740,"https://itunes.apple.com/us/reviews/id290127101",11.49.11,0
"Castle raider","Can you add dentate  money","+","5","Look at",3505903526,"https://itunes.apple.com/us/reviews/id633256128",11.49.11,0
"Bobrossisdead999","I’m trying to upgrade my mega mine  but every time I leave the app and come back it takes the gold and doesn’t upgrade. Please FIX THIS.","-","1","Unfair Practices",3505895099,"https://itunes.apple.com/us/reviews/id665254230",11.49.11,0
"love mods","Tee","+","5","So great",3505888760,"https://itunes.apple.com/us/reviews/id181497990",11.49.11,0
"Evan the Hat Kid","I don’t care if you get this game but you will like it","+","5","So good",3505819310,"https://itunes.apple.com/us/reviews/id659312216",11.49.11,0
"C. A. R","Every time I open the app it’s just a black screen I just switched over from android to iPhone and I can’t play anymore.","+","5","I love the App but...",3505768182,"https://itunes.apple.com/us/reviews/id946298851",11.49.11,0
"vanilla bean 42","I have played this game for a long time  and love it. I check my town daily  upgrading defenses  attacking for loot  and participating in clan wars. However  I hate that walls are so expensive and it takes forever to upgrade them to your town hall level because they are so expensive. To upgrade them to to level 7  you have to pay 100000 gold each. The cost to upgrade your town hall is 2 000 000. So  I could upgrade my town hall  or upgrade 20 walls. Please  supercell  take my review into consideration thanks  great game","+","5","Great game  but needs some cost balancing",3505524559,"https://itunes.apple.com/us/reviews/id946268811",11.49.11,0
"Justin Fok","Great game but why is the barb drooling? 😂","+","5","Great",3505499106,"https://itunes.apple.com/us/reviews/id602187068",11.49.11,0
"MRDAKROBLES","So I used to have an iPhone 6 and when I upgraded to an iPhone 8 I was confronted with the problem of returning to a clash of clans account I had spent years on.It was a town hall level 10 and I had not made a supercell I.d so I am looking for help with this problem because I have started a new village and everything but I want to go back.     everything else in the game is great even with the new town hall recently released","+","4","Returning to a game",3505428310,"https://itunes.apple.com/us/reviews/id588362559",11.49.11,0
"#1 Mr.Fox","I really love this game I promise I’m not a scammer I’m a real person and you should get this game right now.","+","5","Really good game",3505324751,"https://itunes.apple.com/us/reviews/id683808604",11.49.11,0
"Thethinginthesky","The problem I have is the night village. I have seen a lot of problems with the troops too. Whenever I attack a village in the night village and I place my barbarians in a spot where it can reach the builder hall  they all of a sudden run away and head toward instant death  the crusher. And also the barbarians go after the guard post troops when clearly right in front of them is a builder hall they can destroy. The other thing I hate is how there is only one builder in the night base and it’s really annoying when you want to upgrade everything fast but you can’t because you only have one builder. But other than that  this game is really fun and awesome.","+","4","This game is awesome but.....",3504966521,"https://itunes.apple.com/us/reviews/id946201249",11.49.11,0
"CelticsFanatic13","Had it forever just got it back. Only problem is need to change the upgrade times.. everything takes way too long. It should take like 3-5 days to upgrade wiz and archer towers. Please move all upgrading times lower.","-","3","Decent game",3504936497,"https://itunes.apple.com/us/reviews/id297843663",11.49.11,0
"damoun j b","Your the best thank youuuuuu🌹🌹❤️❤️","+","5","🙏🏻🙏🏻🙏🏻🌹🌹🌹🌹",3504878307,"https://itunes.apple.com/us/reviews/id299386357",11.49.11,0
"billyfoxtrot","I don’t understand how I lose a battle with 45 overall damage to there base  and they have 22 overall damage but somehow they get a star doesn’t make any sense and really pisses me off so if you can fix that. That would be great..","-","1","Stupid battle loses",3504859104,"https://itunes.apple.com/us/reviews/id924050064",11.49.11,1
"fuc'k super id","不能用super I’d","-","1","爛東西",3504636761,"https://itunes.apple.com/us/reviews/id946163371",11.49.11,0
"رائد العابدي","Good","+","5","Hello",3504555162,"https://itunes.apple.com/us/reviews/id483742318",11.49.11,0
"Working mom of two","uhddc uw.   edwv ivjvwrepufimv rewuefq vooreqkvmfeqjeqefqpfa. k. efpai rewpvvv efqpo k je fqvpikerq   eoqvk efpwviirtwvkrtw.    i motepwviimvoiimeorwrt","-","1","daviefaf oisfjvofsdijv",3504260877,"https://itunes.apple.com/us/reviews/id163000795",11.49.11,1
